"userid","dbid","toplevel","queryid","query","plans","total_plan_time","min_plan_time","max_plan_time","mean_plan_time","stddev_plan_time","calls","total_exec_time","min_exec_time","max_exec_time","mean_exec_time","stddev_exec_time","rows","shared_blks_hit","shared_blks_read","shared_blks_dirtied","shared_blks_written","local_blks_hit","local_blks_read","local_blks_dirtied","local_blks_written","temp_blks_read","temp_blks_written","blk_read_time","blk_write_time","temp_blk_read_time","temp_blk_write_time","wal_records","wal_fpi","wal_bytes","jit_functions","jit_generation_time","jit_inlining_count","jit_inlining_time","jit_optimization_count","jit_optimization_time","jit_emission_count","jit_emission_time"
10,16385,True,"-2225503879534115379","SET lock_timeout TO '100ms'","0","0","0","0","0","0","692","50.61012000000002","0.001","3.506792","0.07313601156069363","0.23507761681401426","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
16384,16386,True,"2779569077347032716","DELETE FROM cache_data WHERE ($1 - created_at) >= expires AND expires <> $2","0","0","0","0","0","0","2","1.002167","0.211459","0.790708","0.5010835","0.2896245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16385,True,"-1831392078361225642","select
  (extract($1 from now()) * $2)::int8 as epoch_ns,
  p.oid::text as tag_oid,
  quote_ident(nspname)||$3||quote_ident(proname) as tag_sproc,
  md5(prosrc)
from
  pg_proc p
  join
  pg_namespace n on n.oid = pronamespace
where
  not nspname like any(array[$4, $5])","0","0","0","0","0","0","5","29.878958","1.454625","18.311666000000002","5.975791600000001","6.334761206682463","160","481","154","0","0","0","0","0","0","0","0","12.817962","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,25481,True,"2013159534999621399","-- using 1687011171 as a seed to the RNG


select
	s_name,
	count(*) as numwait
from
	supplier,
	lineitem l1,
	orders,
	nation
where
	s_suppkey = l1.l_suppkey
	and o_orderkey = l1.l_orderkey
	and o_orderstatus = $1
	and l1.l_receiptdate > l1.l_commitdate
	and exists (
		select
			*
		from
			lineitem l2
		where
			l2.l_orderkey = l1.l_orderkey
			and l2.l_suppkey <> l1.l_suppkey
	)
	and not exists (
		select
			*
		from
			lineitem l3
		where
			l3.l_orderkey = l1.l_orderkey
			and l3.l_suppkey <> l1.l_suppkey
			and l3.l_receiptdate > l3.l_commitdate
	)
	and s_nationkey = n_nationkey
	and n_name = $2
group by
	s_name
order by
	numwait desc,
	s_name
LIMIT $3","0","0","0","0","0","0","6","39957.580563","6106.117837","7083.61942","6659.5967605000005","294.8605206286576","600","20254080","3990057","0","75","0","0","0","0","0","0","10124.161229000001","1.665205","0","0","0","0","0","282","41.264921","6","224.500835","6","1796.7212090000003","6","1592.1850840000002"
16384,16387,True,"6457141847911443224","COPY ""db_stats"" (""time"", ""dbname"", ""data"", ""tag_data"") FROM STDIN","0","0","0","0","0","0","24","16.101249","0.102708","2.327833","0.6708853750000001","0.5527956471972572","24","30","72","72","3","0","0","0","0","0","0","8.151297","0","0","0","72","0","27950","0","0","0","0","0","0","0","0"
10,16385,True,"-5867960306600580609","select
  (extract($1 from now()) * $2)::int8 as epoch_ns,
  quote_ident(nspname)||$3||quote_ident(c.relname) as tag_index,
  quote_ident(nspname)||$4||quote_ident(r.relname) as ""table"",
  i.indisvalid::text as is_valid,
  coalesce(md5(pg_get_indexdef(i.indexrelid)), random()::text) as md5
from
  pg_index i
  join
  pg_class c on c.oid = i.indexrelid
  join
  pg_class r on r.oid = i.indrelid
  join
  pg_namespace n on n.oid = c.relnamespace
where
  c.relnamespace not in (select oid from pg_namespace where nspname like any(array[$5, $6]))","0","0","0","0","0","0","5","19.265502","0.617876","10.561459000000001","3.8531004000000006","3.7291841528570617","40","1582","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
16384,16387,True,"4727863047147899909","COPY ""archiver"" (""time"", ""dbname"", ""data"", ""tag_data"") FROM STDIN","0","0","0","0","0","0","24","14.230165","0.070333","5.906333","0.5929235416666667","1.1715851479763069","24","14","34","34","0","0","0","0","0","0","0","10.232292000000001","0","0","0","48","0","5664","0","0","0","0","0","0","0","0"
10,16385,True,"-6349735594358290259","select
   (extract($1 from now()) * $2)::int8 as epoch_ns,
   checkpoints_timed,
   checkpoints_req,
   checkpoint_write_time,
   checkpoint_sync_time,
   buffers_checkpoint,
   buffers_clean,
   maxwritten_clean,
   buffers_backend,
   buffers_backend_fsync,
   buffers_alloc
 from
   pg_stat_bgwriter","0","0","0","0","0","0","24","22.136749000000002","0.187083","7.9127920000000005","0.9223645416666668","1.6434279566454224","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16385,True,"-6950879001753960021","select
  (extract($1 from now()) * $2)::int8 as epoch_ns,
  slot_name::text as tag_slot_name,
  coalesce(plugin, $3)::text as plugin,
  active,
  case when active then $4 else $5 end as non_active_int,
  pg_wal_lsn_diff(pg_current_wal_lsn(), restart_lsn)::int8 as restart_lsn_lag_b,
  greatest(age(xmin), age(catalog_xmin))::int8 as xmin_age_tx
from
  pg_replication_slots","0","0","0","0","0","0","12","2.075337","0.149334","0.205458","0.17294474999999998","0.01484377452629553","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
16384,16386,True,"8955779173215163665","DELETE FROM short_url WHERE created_at <= $1 AND (last_seen_at IS NULL OR last_seen_at = $2)","0","0","0","0","0","0","2","0.076875","0.003084","0.073791","0.0384375","0.035353499999999996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
16384,16387,True,"-7756552019526199616","select * from admin.ensure_partition_metric_time($1, $2)","0","0","0","0","0","0","2","8.142","0.36854200000000004","7.773458","4.071","3.702458","2","12","4","0","0","0","0","0","0","0","0","0.583208","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,25481,True,"-782868727798575624","-- using 1687011168 as a seed to the RNG


select
	sum(l_extendedprice * l_discount) as revenue
from
	lineitem
where
	l_shipdate >= date $1
	and l_shipdate < date $2 + interval $3 year
	and l_discount between $4 - $5 and $6 + $7
	and l_quantity < $8
LIMIT $9","0","0","0","0","0","0","6","21738.097425","2953.256918","5321.232002000001","3623.0162375","791.5542123620866","6","0","3374370","0","0","0","0","0","0","0","0","9192.070083000002","0","0","0","0","0","0","48","5.4460429999999995","6","57.12170799999999","6","310.767583","6","197.99199800000002"
10,16385,True,"-5768097298865720502","select current_setting($1)::varchar(2) as lc_messages","0","0","0","0","0","0","11","21.145955999999998","0.538625","5.195291","1.9223596363636364","1.7969475499276428","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,25481,True,"1415028499643213595","-- using 1687011171 as a seed to the RNG


select
	c_name,
	c_custkey,
	o_orderkey,
	o_orderdate,
	o_totalprice,
	sum(l_quantity)
from
	customer,
	orders,
	lineitem
where
	o_orderkey in (
		select
			l_orderkey
		from
			lineitem
		group by
			l_orderkey having
				sum(l_quantity) > $1
	)
	and c_custkey = o_custkey
	and o_orderkey = l_orderkey
group by
	c_name,
	c_custkey,
	o_orderkey,
	o_orderdate,
	o_totalprice
order by
	o_totalprice desc,
	o_orderdate
LIMIT $2","0","0","0","0","0","0","6","89118.30325000001","13108.67784","16302.402382","14853.050541666667","1270.6453967916266","216","190498","4547717","0","61","0","0","0","0","431370","431622","24524.592506","2.235126","1108.2007230000002","3152.8207540000003","0","0","0","216","19.418789","6","60.851376","6","759.893417","6","647.1169590000001"
10,25481,True,"7938628011141446549","-- using 1687011170 as a seed to the RNG


select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> $1
	and p_type not like $2
	and p_size in ($3, $4, $5, $6, $7, $8, $9, $10)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like $11
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size
LIMIT $12","0","0","0","0","0","0","6","17512.461801999998","2724.415293","3353.677668","2918.743633666667","201.11546671406913","6","534","195144","0","0","0","0","0","0","132594","132852","841.276689","0","245.46207900000002","684.325501","0","0","0","186","13.049166","0","0","6","13.726085000000001","6","143.541628"
10,16385,True,"-5602546581119251540","select /* pgwatch2_generated */ extname::text, (regexp_matches(extversion, $1))[$2]::text as extversion from pg_extension order by 1","0","0","0","0","0","0","73","87.64904100000004","0.012457","13.823834","1.2006717945205476","3.106512769231477","365","105","7","0","0","0","0","0","0","0","0","8.770208","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
16384,16387,True,"3377722143456267570","COPY ""stat_statements_calls"" (""time"", ""dbname"", ""data"", ""tag_data"") FROM STDIN","0","0","0","0","0","0","24","10.209042","0.070167","1.726459","0.42537674999999997","0.372690752165949","24","14","34","34","0","0","0","0","0","0","0","5.415544","0","0","0","48","0","5568","0","0","0","0","0","0","0","0"
10,16385,True,"-5553206079057267442","SELECT
  (extract($1 from now()) * $2)::int8 as epoch_ns,
  total, used, free, buff_cache, available, percent,
  swap_total, swap_used, swap_free, swap_percent
from
  get_psutil_mem()","0","0","0","0","0","0","12","2165.78121","0.708375","401.44570899999997","180.48176750000002","152.23091290016436","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,25481,True,"6811819842153739267","-- using 1687011168 as a seed to the RNG


select
	o_orderpriority,
	count(*) as order_count
from
	orders
where
	o_orderdate >= date $1
	and o_orderdate < date $2 + interval $3 month
	and exists (
		select
			*
		from
			lineitem
		where
			l_orderkey = o_orderkey
			and l_commitdate < l_receiptdate
	)
group by
	o_orderpriority
order by
	o_orderpriority
LIMIT $4","0","0","0","0","0","0","6","13395.220046","1264.6152909999998","2991.642793","2232.5366743333334","735.6972773321578","6","836358","1310010","0","35","0","0","0","0","7740","12582","8375.443716","0.496332","12.955235","48.865696","0","0","0","84","6.922460000000001","0","0","6","2.6747069999999997","6","39.452707"
10,25481,True,"3170858136560744772","-- using 1687011168 as a seed to the RNG


select
	l_orderkey,
	sum(l_extendedprice * ($1 - l_discount)) as revenue,
	o_orderdate,
	o_shippriority
from
	customer,
	orders,
	lineitem
where
	c_mktsegment = $2
	and c_custkey = o_custkey
	and l_orderkey = o_orderkey
	and o_orderdate < date $3
	and l_shipdate > date $4
group by
	l_orderkey,
	o_orderdate,
	o_shippriority
order by
	revenue desc,
	o_orderdate
LIMIT $5","0","0","0","0","0","0","6","52832.717482","7789.523837","9518.100213","8805.452913666664","595.4013946220286","60","4298","4260331","0","0","0","0","0","0","463956","464262","10417.867042","0","2216.6374530000003","3630.43634","0","0","0","198","8.434749","6","44.034167000000004","6","875.497126","6","593.570502"
10,25481,True,"5396452307251311530","select
	s_suppkey,
	s_name,
	s_address,
	s_phone,
	total_revenue
from
	supplier,
	revenue0
where
	s_suppkey = supplier_no
	and total_revenue = (
		select
			max(total_revenue)
		from
			revenue0
	)
order by
	s_suppkey
LIMIT $1","0","0","0","0","0","0","1","7850.774504","7850.774504","7850.774504","7850.774504","0","1","32","1124761","0","0","0","0","0","0","13783","22214","2176.236791","0","26.271322","102.262885","0","0","0","41","2.915498","1","34.303667","1","241.388584","1","167.009751"
10,25481,True,"-8988853809533405397","SELECT
    db.oid as did, db.datname, db.datallowconn,
    pg_encoding_to_char(db.encoding) AS serverencoding,
    has_database_privilege(db.oid, $1) as cancreate,
    datistemplate
FROM
    pg_catalog.pg_database db
WHERE db.datname = current_database()","0","0","0","0","0","0","1","0.34308299999999997","0.34308299999999997","0.34308299999999997","0.34308299999999997","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
16384,16387,True,"1526517813002326537","COPY ""index_stats"" (""time"", ""dbname"", ""data"", ""tag_data"") FROM STDIN","0","0","0","0","0","0","1","3.88625","3.88625","3.88625","3.88625","0","8","21","6","6","1","0","0","0","0","0","0","1.347042","0","0","0","18","0","11244","0","0","0","0","0","0","0","0"
16384,16387,True,"-2997048569009192011","COPY ""stat_statements"" (""time"", ""dbname"", ""data"", ""tag_data"") FROM STDIN","0","0","0","0","0","0","7","20.805166","1.307958","4.727917","2.972166571428571","0.9773344974170244","125","500","63","59","17","0","0","0","0","0","0","10.842793","0","0","0","280","4","180497","0","0","0","0","0","0","0","0"
10,16385,True,"7717999222864931934","select
  (extract($1 from now()) * $2)::int8 as epoch_ns,
  case
    when pg_is_in_recovery() = $3 then
      pg_wal_lsn_diff(pg_current_wal_lsn(), $4)::int8
    else
      pg_wal_lsn_diff(pg_last_wal_replay_lsn(), $5)::int8
    end as xlog_location_b,
  case when pg_is_in_recovery() then $6 else $7 end as in_recovery_int,
  extract($8 from (now() - coalesce((pg_stat_file($9, $10)).modification, pg_postmaster_start_time())))::int8 as postmaster_uptime_s,
  system_identifier::text as tag_sys_id,
  case
    when pg_is_in_recovery() = $11 then
      ($12||substr(pg_walfile_name(pg_current_wal_lsn()), $13, $14))::bit(32)::int
    else
      (select min_recovery_end_timeline::int from pg_control_recovery())
    end as timeline
from pg_control_system()","0","0","0","0","0","0","24","49.49633300000001","0.35737399999999997","5.786166","2.0623472083333327","1.9062504568098682","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
16384,16386,True,"-6992208588738980578","SELECT ""id"", ""operation_uid"", ""last_execution"", ""version"" FROM ""server_lock"" WHERE (operation_uid = $1)","0","0","0","0","0","0","2","1.9325830000000002","0.7562909999999999","1.1762920000000001","0.9662915000000001","0.21000050000000012","2","0","4","2","0","0","0","0","0","0","0","1.139167","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
16384,16387,True,"-3148917908490748806","COPY ""wal"" (""time"", ""dbname"", ""data"", ""tag_data"") FROM STDIN","0","0","0","0","0","0","24","10.725209","0.074083","2.104458","0.4468837083333333","0.462731711281087","24","30","68","69","1","0","0","0","0","0","0","6.099084000000001","0","0","0","72","0","13438","0","0","0","0","0","0","0","0"
16384,16386,True,"-8511892388789246327","SELECT ""org_id"", ""namespace"", ""key"" FROM ""kv_store"" WHERE (namespace = $1) AND (""key"" LIKE $2)","0","0","0","0","0","0","48","4.253086000000001","0.004291","0.642666","0.08860595833333332","0.12495416618970703","48","31","17","0","0","0","0","0","0","0","0","2.7840030000000002","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
16384,16386,True,"-2161822839045126266","SELECT id
				FROM dashboard_version, (
					SELECT dashboard_id, count(version) as count, min(version) as min
					FROM dashboard_version
					GROUP BY dashboard_id
				) AS vtd
				WHERE dashboard_version.dashboard_id=vtd.dashboard_id
				AND version < vtd.min + vtd.count - $1
				LIMIT $2","0","0","0","0","0","0","2","0.14966600000000002","0.016666","0.133","0.07483300000000001","0.05816700000000001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16385,True,"-290491860970867573","select /* pgwatch2_generated */
  (extract($1 from now()) * $2)::int8 as epoch_ns,
  s.query as query,
  count(*) as count
from pg_stat_activity s
where s.datname = current_database()
  and s.state = $3
  and s.backend_type = $4
  and s.pid != pg_backend_pid()
  and now() - s.query_start > $5::interval
group by s.query","0","0","0","0","0","0","48","191.12629900000002","0.07179200000000001","17.235291","3.981797895833333","3.760478606015748","10","164","2","0","0","0","0","0","0","0","0","0.023459","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16385,True,"6218275080807350858","select
  (extract($1 from now()) * $2)::int8 as epoch_ns,
  coalesce(sum(calls), $3)::int8 as calls,
  coalesce(round(sum(total_exec_time)::numeric, $4), $5)::float8 as total_time,
  round(sum(total_plan_time)::numeric, $6)::double precision as total_plan_time
from
  pg_stat_statements
where
  dbid = (select oid from pg_database where datname = current_database())","0","0","0","0","0","0","24","146.08629099999996","0.22137400000000002","25.223375","6.086928791666668","5.61005800166855","24","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
16384,16386,True,"4339532240342777240","SELECT uid, org_id, interval_seconds, version FROM alert_rule","0","0","0","0","0","0","145","4.0793","0.007125","0.33433300000000005","0.02813310344827586","0.038188822891399486","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16385,True,"3461285208274386257","SELECT
  (extract($1 from now()) * $2)::int8 as epoch_ns,
  schemaname::text AS tag_schema,
  funcname::text  AS tag_function_name,
  quote_ident(schemaname)||$3||quote_ident(funcname) as tag_function_full_name,
  p.oid::text as tag_oid, -- for overloaded funcs
  calls as sp_calls,
  self_time,
  total_time
FROM
  pg_stat_user_functions f
  JOIN
  pg_proc p ON p.oid = f.funcid
ORDER BY
  total_time DESC
LIMIT
  $4","0","0","0","0","0","0","8","43.464707000000004","0.7526660000000001","18.794167","5.4330883750000005","5.7082822257615495","48","702","276","0","0","0","0","0","0","0","0","11.464161","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16385,True,"8150942640591136752","SET statement_timeout TO '5s'","0","0","0","0","0","0","692","1.2326739999999972","0.000375","0.273","0.0017813208092485552","0.011154686179674609","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
16384,16387,True,"-2414222542276737812","COPY ""psutil_disk"" (""time"", ""dbname"", ""data"", ""tag_data"") FROM STDIN","0","0","0","0","0","0","12","9.728294","0.17925","1.463625","0.8106911666666667","0.43801497222333113","24","50","36","38","1","0","0","0","0","0","0","7.042332999999999","0","0","0","60","0","14396","0","0","0","0","0","0","0","0"
10,25481,True,"450838253780030881","-- using 1687011169 as a seed to the RNG


select
	nation,
	o_year,
	sum(amount) as sum_profit
from
	(
		select
			n_name as nation,
			extract($1 from o_orderdate) as o_year,
			l_extendedprice * ($2 - l_discount) - ps_supplycost * l_quantity as amount
		from
			part,
			supplier,
			lineitem,
			partsupp,
			orders,
			nation
		where
			s_suppkey = l_suppkey
			and ps_suppkey = l_suppkey
			and ps_partkey = l_partkey
			and p_partkey = l_partkey
			and o_orderkey = l_orderkey
			and s_nationkey = n_nationkey
			and p_name like $3
	) as profit
group by
	nation,
	o_year
order by
	nation,
	o_year desc
LIMIT $4","0","0","0","0","0","0","6","32445.150264","3767.379167","9248.527254","5407.525044","1880.1152385169346","6","924472","1831724","0","0","0","0","0","0","12312","22566","24347.834257","0","13.724524","94.739358","0","0","0","288","9.938410000000001","6","69.74579200000001","6","866.5549179999999","6","676.510043"
10,25481,True,"-3809702839993979407","-- using 1687011170 as a seed to the RNG


select
	$1 * sum(case
		when p_type like $2
			then l_extendedprice * ($3 - l_discount)
		else $4
	end) / sum(l_extendedprice * ($5 - l_discount)) as promo_revenue
from
	lineitem,
	part
where
	l_partkey = p_partkey
	and l_shipdate >= date $6
	and l_shipdate < date $7 + interval $8 month
LIMIT $9","0","0","0","0","0","0","6","30046.956722","3396.056001","6678.004918","5007.826120333333","1007.3997555511036","6","13132","3484130","0","0","0","0","0","0","44346","44736","13001.802090000001","0","165.77258799999998","410.348122","0","0","0","102","28.269202999999997","6","247.882792","6","1345.472751","6","1319.765588"
16384,16386,True,"-2096205478522934330","BEGIN READ WRITE","0","0","0","0","0","0","14","16.151126999999995","0.00575","10.753375","1.1536519285714286","2.828279339734963","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16385,True,"1505624950136192552","select
  (extract($1 from now()) * $2)::int8 as epoch_ns,
  quote_ident(table_schema)||$3||quote_ident(table_name) as tag_table,
  md5((array_agg((c.*)::text order by ordinal_position))::text)
from (
 SELECT current_database()::information_schema.sql_identifier AS table_catalog,
    nc.nspname::information_schema.sql_identifier AS table_schema,
    c.relname::information_schema.sql_identifier AS table_name,
    a.attname::information_schema.sql_identifier AS column_name,
    a.attnum::information_schema.cardinal_number AS ordinal_position,
    pg_get_expr(ad.adbin, ad.adrelid)::information_schema.character_data AS column_default,
        CASE
            WHEN a.attnotnull OR t.typtype = $4::""char"" AND t.typnotnull THEN $5::text
            ELSE $6::text
        END::information_schema.yes_or_no AS is_nullable,
        CASE
            WHEN t.typtype = $7::""char"" THEN
            CASE
                WHEN bt.typelem <> $8::oid AND bt.typlen = $9::integer THEN $10::text
                WHEN nbt.nspname = $11::name THEN format_type(t.typbasetype, $12::integer)
                ELSE $13::text
            END
            ELSE
            CASE
                WHEN t.typelem <> $14::oid AND t.typlen = $15::integer THEN $16::text
                WHEN nt.nspname = $17::name THEN format_type(a.atttypid, $18::integer)
                ELSE $19::text
            END
        END::information_schema.character_data AS data_type,
    information_schema._pg_char_max_length(information_schema._pg_truetypid(a.*, t.*), information_schema._pg_truetypmod(a.*, t.*))::information_schema.cardinal_number AS character_maximum_length,
    information_schema._pg_char_octet_length(information_schema._pg_truetypid(a.*, t.*), information_schema._pg_truetypmod(a.*, t.*))::information_schema.cardinal_number AS character_octet_length,
    information_schema._pg_numeric_precision(information_schema._pg_truetypid(a.*, t.*), information_schema._pg_truetypmod(a.*, t.*))::information_schema.cardinal_number AS numeric_precision,
    information_schema._pg_numeric_precision_radix(information_schema._pg_truetypid(a.*, t.*), information_schema._pg_truetypmod(a.*, t.*))::information_schema.cardinal_number AS numeric_precision_radix,
    information_schema._pg_numeric_scale(information_schema._pg_truetypid(a.*, t.*), information_schema._pg_truetypmod(a.*, t.*))::information_schema.cardinal_number AS numeric_scale,
    information_schema._pg_datetime_precision(information_schema._pg_truetypid(a.*, t.*), information_schema._pg_truetypmod(a.*, t.*))::information_schema.cardinal_number AS datetime_precision,
    information_schema._pg_interval_type(information_schema._pg_truetypid(a.*, t.*), information_schema._pg_truetypmod(a.*, t.*))::information_schema.character_data AS interval_type,
    $20::integer::information_schema.cardinal_number AS interval_precision,
    $21::character varying::information_schema.sql_identifier AS character_set_catalog,
    $22::character varying::information_schema.sql_identifier AS character_set_schema,
    $23::character varying::information_schema.sql_identifier AS character_set_name,
        CASE
            WHEN nco.nspname IS NOT NULL THEN current_database()
            ELSE $24::name
        END::information_schema.sql_identifier AS collation_catalog,
    nco.nspname::information_schema.sql_identifier AS collation_schema,
    co.collname::information_schema.sql_identifier AS collation_name,
        CASE
            WHEN t.typtype = $25::""char"" THEN current_database()
            ELSE $26::name
        END::information_schema.sql_identifier AS domain_catalog,
        CASE
            WHEN t.typtype = $27::""char"" THEN nt.nspname
            ELSE $28::name
        END::information_schema.sql_identifier AS domain_schema,
        CASE
            WHEN t.typtype = $29::""char"" THEN t.typname
            ELSE $30::name
        END::information_schema.sql_identifier AS domain_name,
    current_database()::information_schema.sql_identifier AS udt_catalog,
    COALESCE(nbt.nspname, nt.nspname)::information_schema.sql_identifier AS udt_schema,
    COALESCE(bt.typname, t.typname)::information_schema.sql_identifier AS udt_name,
    $31::character varying::information_schema.sql_identifier AS scope_catalog,
    $32::character varying::information_schema.sql_identifier AS scope_schema,
    $33::character varying::information_schema.sql_identifier AS scope_name,
    $34::integer::information_schema.cardinal_number AS maximum_cardinality,
    a.attnum::information_schema.sql_identifier AS dtd_identifier,
    $35::character varying::information_schema.yes_or_no AS is_self_referencing,
    $36::character varying::information_schema.yes_or_no AS is_identity,
    $37::character varying::information_schema.character_data AS identity_generation,
    $38::character varying::information_schema.character_data AS identity_start,
    $39::character varying::information_schema.character_data AS identity_increment,
    $40::character varying::information_schema.character_data AS identity_maximum,
    $41::character varying::information_schema.character_data AS identity_minimum,
    $42::character varying::information_schema.yes_or_no AS identity_cycle,
    $43::character varying::information_schema.character_data AS is_generated,
    $44::character varying::information_schema.character_data AS generation_expression,
        CASE
            WHEN c.relkind = $45::""char"" OR (c.relkind = ANY (ARRAY[$46::""char"", $47::""char""])) AND pg_column_is_updatable(c.oid::regclass, a.attnum, $48) THEN $49::text
            ELSE $50::text
        END::information_schema.yes_or_no AS is_updatable
   FROM pg_attribute a
     LEFT JOIN pg_attrdef ad ON a.attrelid = ad.adrelid AND a.attnum = ad.adnum
     JOIN (pg_class c
     JOIN pg_namespace nc ON c.relnamespace = nc.oid) ON a.attrelid = c.oid
     JOIN (pg_type t
     JOIN pg_namespace nt ON t.typnamespace = nt.oid) ON a.atttypid = t.oid
     LEFT JOIN (pg_type bt
     JOIN pg_namespace nbt ON bt.typnamespace = nbt.oid) ON t.typtype = $51::""char"" AND t.typbasetype = bt.oid
     LEFT JOIN (pg_collation co
     JOIN pg_namespace nco ON co.collnamespace = nco.oid) ON a.attcollation = co.oid AND (nco.nspname <> $52::name OR co.collname <> $53::name)
  WHERE NOT pg_is_other_temp_schema(nc.oid) AND a.attnum > $54 AND NOT a.attisdropped AND (c.relkind = ANY (ARRAY[$55::""char"", $56::""char"", $57::""char""]))

) c
where
  not table_schema like any (array[$58, $59])
group by
  table_schema, table_name
order by
  table_schema, table_name","0","0","0","0","0","0","5","199.88249800000003","29.595041","54.886333","39.9764996","9.198068171640122","55","1321","189","0","0","0","0","0","0","0","0","26.166211000000004","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,25481,True,"-7657947300092433552","select
	s_suppkey,
	s_name,
	s_address,
	s_phone,
	total_revenue
from
	supplier,
	revenue0
where
	s_suppkey = supplier_no
	and total_revenue = (
		select
			max(total_revenue)
		from
			revenue0
	)
order by
	s_suppkey
LIMIT $1","0","0","0","0","0","0","1","11200.639422","11200.639422","11200.639422","11200.639422","0","1","32","1124761","0","0","0","0","0","0","13783","22214","4933.568046","0","32.934076","127.871985","0","0","0","41","3.054665","1","38.386208","1","276.745874","1","179.901005"
16384,16387,True,"-3507127428261943465","COPY ""instance_up"" (""time"", ""dbname"", ""data"", ""tag_data"") FROM STDIN","0","0","0","0","0","0","24","7.206873","0.070375","1.425292","0.30028637500000005","0.32658731690108705","24","14","34","34","0","0","0","0","0","0","0","2.468457","0","0","0","48","0","4176","0","0","0","0","0","0","0","0"
16384,16386,True,"-2690745124710581455","SELECT ""id"", ""org_id"", ""alertmanagers"", ""send_alerts_to"", ""created_at"", ""updated_at"" FROM ""ngalert_configuration""","0","0","0","0","0","0","24","2.440911","0.008499","1.8935","0.101704625","0.3743970106765914","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,25481,True,"-2414439892892349202","-- using 1687011169 as a seed to the RNG


select
	ps_partkey,
	sum(ps_supplycost * ps_availqty) as value
from
	partsupp,
	supplier,
	nation
where
	ps_suppkey = s_suppkey
	and s_nationkey = n_nationkey
	and n_name = $1
group by
	ps_partkey having
		sum(ps_supplycost * ps_availqty) > (
			select
				sum(ps_supplycost * ps_availqty) * $2
			from
				partsupp,
				supplier,
				nation
			where
				ps_suppkey = s_suppkey
				and s_nationkey = n_nationkey
				and n_name = $3
		)
order by
	value desc
LIMIT $4","0","0","0","0","0","0","6","27051.266516000003","3981.731628","5144.797919000001","4508.544419333333","428.77484723464124","0","425421","1627773","0","25","0","0","0","0","4962","9924","24136.263703","0.269835","14.907139","66.075253","0","0","0","0","0","0","0","0","0","0","0"
